fecha,descripcion,monto,tipo,categoria
2027-12-19,Venta de muebles usados,39.65,ingreso,Otros Ingresos
2027-12-20,Gimnasio cuota mensual,7.62,gasto,Educacion y Ocio
2027-12-20,Maquillaje,4.42,gasto,Vestido y Calzado
2027-12-21,Peluqueria,6.81,gasto,Otros Gastos y Diversos
2027-12-21,Cosmetico,6.75,gasto,Vestido y Calzado
2027-12-22,Comida rapida,11.76,gasto,Alimentacion (Fuera)
2027-12-22,Accesorio,7.6,gasto,Vestido y Calzado
2027-12-23,Cuidado personal,6.57,gasto,Otros Gastos y Diversos
2027-12-23,Transferencia a familiar,4.37,gasto,Otros Gastos y Diversos
2027-12-24,Barberia,8.41,gasto,Otros Gastos y Diversos
2027-12-25,Uber compras semanales,12.98,gasto,Transporte y Comunicaciones
2027-12-25,Concierto o evento cultural,21.67,gasto,Educacion y Ocio
2027-12-25,Zapatos,2.21,gasto,Vestido y Calzado
2027-12-25,Chifa,8.95,gasto,Alimentacion (Fuera)
2027-12-25,Cafe,6.89,gasto,Alimentacion (Fuera)
2027-12-26,Perfume,4.48,gasto,Vestido y Calzado
2027-12-26,Uber bodega,16.92,gasto,Transporte y Comunicaciones
2027-12-27,Saga,4.03,gasto,Vestido y Calzado
2027-12-28,Saga,4.0,gasto,Vestido y Calzado
2027-12-28,Analisis laboratorio,5.6,gasto,Salud
2027-12-29,Transferencia a familiar,6.06,gasto,Otros Gastos y Diversos
2027-12-29,Donacion,2.54,gasto,Otros Gastos y Diversos
2027-12-30,Cafe,12.84,gasto,Alimentacion (Fuera)
2027-12-30,Cafe,10.52,gasto,Alimentacion (Fuera)
2027-12-30,Vitaminas,3.26,gasto,Salud
2027-12-31,Ropa,5.98,gasto,Vestido y Calzado
